"","house_name","name","house_style","house_size","house_direction","house_decorate","house_lift","house_address","house_totalprice","house_unitprice"
"1349","银城蓝溪郡 ","银城蓝溪郡","3室2厅","86.17平米","东南北","其他","有电梯","江宁其它","183万","21238"
"1350","后标营 ","后标营","2室1厅","44.38平米","南","简装","无电梯","瑞金路","138万","31096"
"1351","滨江奥城观澜苑 ","滨江奥城观澜苑","2室2厅","105.65平米","南","精装","有电梯","奥体","400万","37861"
"1352","洪武高层 ","洪武高层","2室1厅","66.22平米","南","简装","有电梯","新街口","287万","43341"
"1353","来凤里 ","来凤里","2室1厅","50.39平米","南","精装","无电梯","来凤里","158万","31356"
"1354","金地名京 ","金地名京","3室2厅","88.15平米","南","精装","有电梯","湖西街","469万","53205"
"1355","东郊小镇第二街区 ","东郊小镇第二街区","2室1厅","82.57平米","南北","精装","无电梯","麒麟镇","168万","20347"
"1356","长虹路389号 ","长虹路389号","2室1厅","52.78平米","南北","精装","无电梯","应天西路","160万","30315"
"1357","雍福龙庭 ","雍福龙庭","3室2厅","86.31平米","南","精装","有电梯","将军大道","275万","31862"
"1358","定淮门6号 ","定淮门6号","2室1厅","55.76平米","南北","简装","无电梯","龙江","160万","28695"
"1359","后标营50号 ","后标营50号","2室1厅","51.05平米","南北","简装","无电梯","瑞金路","175万","34281"
"1360","旭日爱上城第三区 ","旭日爱上城第三区","3室2厅","90.78平米","南","其他","有电梯","桥北","258万","28421"
"1361","马鞍山2号 ","马鞍山2号","3室1厅","77.4平米","南北","简装","无电梯","水佐岗","480万","62016"
"1362","小火瓦巷 ","小火瓦巷","2室1厅","65.56平米","东南","简装","有电梯","新街口","270万","41184"
"1363","亚东国际公寓 ","亚东国际公寓","3室2厅","96.78平米","南北","其他","有电梯","能仁里","388万","40091"
"1364","后半山园4号 ","后半山园4号","2室1厅","57.88平米","南北","精装","无电梯","后宰门","178万","30754"
"1365","金信花园 ","金信花园","2室2厅","93.34平米","南北","其他","有电梯","龙江","488万","52282"
"1366","永嘉年华 ","永嘉年华","2室2厅","50.46平米","西","简装","有电梯","龙江","430万","85217"
"1367","常府街 ","常府街","3室1厅","108.38平米","南北","其他","有电梯","五老村","380万","35062"
"1368","七彩星城 ","七彩星城","2室1厅","53.43平米","南","其他","有电梯","铁心桥","165万","30882"
"1369","明园 ","明园","2室1厅","50.46平米","南北","其他","无电梯","茶南","168万","33294"
"1370","三牌楼大街 ","三牌楼大街","2室1厅","50平米","南","其他","无电梯","三牌楼","240万","48000"
"1371","场门口2号 ","场门口2号","3室1厅","72.9平米","南北","简装","无电梯","龙江","375万","51441"
"1372","太平门东街 ","太平门东街","1室1厅","41.58平米","东北","简装","无电梯","北京东路","145万","34873"
"1373","天润城第一街区 ","天润城第一街区","2室2厅","96.6平米","东东南南","简装","无电梯","桥北","208万","21533"
"1374","天润城第四街区 ","天润城第四街区","2室2厅","91.36平米","南北","简装","无电梯","桥北","180万","19703"
"1375","安国村 ","安国村","2室1厅","52.35平米","南北","简装","无电梯","南苑","150万","28654"
"1376","恒盛金陵湾 ","恒盛金陵湾","3室2厅","121.28平米","南北","简装","有电梯","定淮门大街","560万","46175"
"1377","虎踞路45号 ","虎踞路45号","2室1厅","47.78平米","南北","毛坯","无电梯","凤凰西街","360万","75346"
"1378","康定里 ","康定里","2室1厅","45.44平米","南","精装","有电梯","卫岗","215万","47316"
"1379","湖西街4号 ","湖西街4号","2室1厅","58.35平米","西","简装","有电梯","茶南","160万","27421"
"1380","鼎业国际花园 ","鼎业国际花园","1室1厅","46.66平米","南","其他","有电梯","江浦街道","120万","25718"
"1381","中海国际社区一期 ","中海国际社区一期","3室2厅","116.15平米","南北","其他","有电梯","麒麟镇","325万","27982"
"1382","紫竹林1号 ","紫竹林1号","2室2厅","75.84平米","南北","简装","无电梯","许府巷","248万","32701"
"1383","左岸名苑月桂阁 ","左岸名苑月桂阁","3室1厅","139.52平米","南北","精装","有电梯","将军大道","418万","29960"
"1384","营苑新寓 ","营苑新寓","2室1厅","69.15平米","南北","简装","无电梯","迈皋桥","165万","23862"
"1385","天地新城天枢座 ","天地新城天枢座","2室2厅","86.08平米","南北","简装","无电梯","岔路口","212万","24629"
"1386","康定里 ","康定里","2室1厅","56.98平米","南北","其他","有电梯","卫岗","225万","39488"
"1387","迎江园 ","迎江园","2室1厅","50.37平米","南北","简装","无电梯","定淮门大街","368万","73060"
"1388","蓝岸3G ","蓝岸3G","1室1厅","37.16平米","南","其他","有电梯","铁心桥","65万","17492"
"1389","开园 ","开园","3室1厅","76.18平米","南北","简装","无电梯","南苑","238万","31242"
"1390","蓝岸尚城 ","蓝岸尚城","2室1厅","50.23平米","南","其他","有电梯","铁心桥","185万","36831"
"1391","凤凰庄 ","凤凰庄","2室1厅","50.26平米","南北","简装","无电梯","汉中门大街","260万","51731"
"1392","磨盘街 ","磨盘街","1室1厅","42.45平米","南","简装","无电梯","来凤里","109万","25678"
"1393","东郊小镇第四街区 ","东郊小镇第四街区","2室1厅","47.17平米","南","简装","有电梯","麒麟镇","122万","25864"
"1394","厚载巷 ","厚载巷","2室1厅","75.82平米","东西","毛坯","无电梯","湖南路","345万","45503"
"1395","阅城国际花园怡然园 ","阅城国际花园怡然园","4室2厅","134.12平米","南北","其他","有电梯","宁南","555万","41381"
"1396","凤凰街84号 ","凤凰街84号","2室0厅","54.28平米","南北","其他","无电梯","汉中门大街","260万","47900"
"1397","浦东大厦 ","浦东大厦","3室1厅","91.51平米","南","其他","有电梯","泰山街道","180万","19670"
"1398","四方新村六村 ","四方新村六村","2室1厅","75.5平米","南北","简装","有电梯","月牙湖","169万","22385"
"1399","融侨中央花园2期 ","融侨中央花园2期","3室2厅","133.47平米","南北","精装","有电梯","奥体","645万","48326"
"1400","中南麒麟锦城 ","中南麒麟锦城","1室1厅","39.62平米","南","其他","无电梯","麒麟镇","62万","15649"
"1401","曹后村邮局宿舍 ","曹后村邮局宿舍","3室1厅","54.47平米","南","简装","无电梯","红山","145万","26621"
"1402","金轮星光名座 ","金轮星光名座","2室1厅","44平米","南","其他","无电梯","九龙湖","95万","21591"
"1403","上海路79号 ","上海路79号","2室1厅","62.12平米","南","精装","无电梯","宁海路","232万","37348"
"1404","世茂滨江新城 ","世茂滨江新城","2室2厅","115平米","南西","其他","有电梯","热河南路","420万","36522"
"1405","天印花园 ","天印花园","2室2厅","94.03平米","南北","简装","无电梯","东山镇","240万","25524"
"1406","浦东大厦 ","浦东大厦","1室1厅","57.49平米","南","其他","有电梯","泰山街道","120万","20874"
"1407","莱蒙水榭阳光 ","莱蒙水榭阳光","2室2厅","74.24平米","南北","精装","有电梯","铁心桥","242万","32597"
"1408","北秀村 ","北秀村","2室1厅","68.43平米","南","简装","无电梯","宁海路","242万","35365"
"1409","盛世花园 ","盛世花园","2室1厅","61.92平米","南北","简装","无电梯","五塘广场","165万","26648"
"1410","艺苑村 ","艺苑村","2室1厅","45.83平米","南北","简装","无电梯","南湖","139万","30330"
"1411","诚基名苑 ","诚基名苑","2室1厅","47.32平米","南","其他","有电梯","百家湖","138万","29164"
"1412","弘阳大厦 ","弘阳大厦","1室1厅","41.5平米","南北","其他","有电梯","桥北","120万","28916"
"1413","明发滨江新城三期 ","明发滨江新城三期","3室2厅","115.26平米","东南","精装","有电梯","桥北","295万","25595"
"1414","绿国万象都荟 ","绿国万象都荟","1室1厅","42.47平米","西南","其他","有电梯","洪家园","135万","31788"
"1415","威尼斯水城第十四街区 ","威尼斯水城第十四街区","2室2厅","95.71平米","南北","其他","无电梯","桥北","215万","22464"
"1416","阳光帝景 ","阳光帝景","3室1厅","141.96平米","南北","其他","有电梯","顶山街道","340万","23951"
"1417","仙踪林苑 ","仙踪林苑","1室1厅","68.72平米","北","其他","有电梯","迈皋桥","82万","11933"
"1418","蓝岸3G ","蓝岸3G","1室0厅","40.21平米","南","其他","有电梯","铁心桥","63万","15668"
"1419","仓顶 ","仓顶","2室1厅","61.06平米","南","其他","无电梯","来凤里","220万","36031"
"1420","天润城第十街区 ","天润城第十街区","2室1厅","82平米","南北","精装","有电梯","桥北","200万","24391"
"1421","芳草园 ","芳草园","2室1厅","89.06平米","西","其他","有电梯","龙江","600万","67371"
"1422","钟麓花园 ","钟麓花园","2室1厅","80.41平米","南北","其他","无电梯","锁金村","265万","32957"
"1423","油运小区 ","油运小区","2室1厅","54.2平米","南","简装","无电梯","建宁路","140万","25831"
"1424","王府园小区 ","王府园小区","2室1厅","60.12平米","南北","其他","无电梯","升州路","310万","51564"
"1425","银城花园北片 ","银城花园北片","2室1厅","63.19平米","南北","精装","无电梯","龙江","400万","63302"
"1426","绿岛华庭 ","绿岛华庭","3室2厅","121.99平米","南","其他","有电梯","能仁里","455万","37299"
"1427","东方红郡 ","东方红郡","2室2厅","129平米","东南","其他","有电梯","麒麟镇","328万","25427"
"1428","天成苑 ","天成苑","2室2厅","96.01平米","南","其他","有电梯","应天西路","358万","37288"
"1429","珍珠花苑(浦口) ","珍珠花苑(浦口)","3室2厅","110.72平米","南北","简装","无电梯","顶山街道","208万","18787"
"1430","西祠胡同 ","西祠胡同","1室0厅","25.56平米","南北","其他","有电梯","江东","43万","16824"
"1431","盛景华庭北苑 ","盛景华庭北苑","3室2厅","102.52平米","南北","其他","有电梯","江浦街道","218万","21265"
"1432","启迪方洲朗园 ","启迪方洲朗园","3室1厅","109.1平米","南北","其他","有电梯","麒麟镇","265万","24290"
"1433","威尼斯水城第十一街区 ","威尼斯水城第十一街区","3室2厅","117.07平米","南北","其他","有电梯","桥北","260万","22209"
"1434","峨嵋新村 ","峨嵋新村","3室1厅","63.55平米","东南北","其他","无电梯","玄武门","345万","54288"
"1435","中北蔚蓝星座 ","中北蔚蓝星座","3室2厅","117.92平米","南","其他","有电梯","秦虹","437万","37060"
"1436","威尼斯水城第九街区 ","威尼斯水城第九街区","2室2厅","91.52平米","南北","其他","有电梯","桥北","230万","25132"
"1437","营苑西村 ","营苑西村","1室1厅","48.14平米","南","其他","无电梯","迈皋桥","112万","23266"
"1438","瀛洲湾 ","瀛洲湾","3室2厅","146.97平米","南","其他","无电梯","岔路口","319万","21706"
"1439","明发滨江新城二期 ","明发滨江新城二期","3室2厅","115.19平米","南北","其他","有电梯","桥北","290万","25176"
"1440","银亿东城第十一街区 ","银亿东城第十一街区","3室2厅","100.61平米","南北","其他","有电梯","麒麟镇","196万","19482"
"1441","羊皮巷24号 ","羊皮巷24号","2室1厅","60.07平米","南","其他",NA,"新街口","310万","51607"
"1442","武夷绿洲赏桂苑 ","武夷绿洲赏桂苑","2室2厅","94.23平米","南北","其他","无电梯","科学园","250万","26531"
"1443","宇业天赋广场 ","宇业天赋广场","3室2厅","62.3平米","西","其他","有电梯","麒麟镇","135万","21670"
"1444","东郊小镇第五街区 ","东郊小镇第五街区","2室1厅","80.35平米","南北","其他","无电梯","麒麟镇","177万","22029"
"1445","威尼斯水城第十八街区 ","威尼斯水城第十八街区","2室2厅","85.16平米","南北","毛坯","有电梯","桥北","178万","20902"
"1446","舸舫园创业社区 ","舸舫园创业社区","2室1厅","47.79平米","南北","其他",NA,"草场门大街","220万","46035"
"1447","亚东国际公寓 ","亚东国际公寓","2室1厅","76.34平米","南北","其他","有电梯","能仁里","278万","36417"
"1448","五十五所宿舍区 ","五十五所宿舍区","2室1厅","67.51平米","东南","其他","有电梯","瑞金路","278万","41180"
"1449","武夷绿洲观竹苑 ","武夷绿洲观竹苑","2室1厅","86.66平米","南北","其他","无电梯","科学园","242万","27926"
"1450","翠岛花城雅菊苑 ","翠岛花城雅菊苑","2室2厅","96.32平米","南","其他","有电梯","宁南","428万","44436"
"1451","龙蟠中路 ","龙蟠中路","2室1厅","56.41平米","南北","其他","无电梯","秦虹","178万","31555"
"1452","八宝前街72号大院 ","八宝前街72号大院","3室1厅","60.95平米","南","其他","无电梯","大光路","185万","30353"
"1453","北门桥小区 ","北门桥小区","2室1厅","71.9平米","东","其他","有电梯","长江路","240万","33380"
"1454","明月港湾月亮湾 ","明月港湾月亮湾","2室2厅","86.88平米","南北","其他","无电梯","岔路口","232万","26704"
"1455","天润城第十四街区 ","天润城第十四街区","2室2厅","78.57平米","南北","毛坯","有电梯","桥北","187万","23801"
"1456","朗诗青春街区 ","朗诗青春街区","3室2厅","75.55平米","南北","毛坯","无电梯","禄口","145万","19193"
"1457","威尼斯水城第十街区 ","威尼斯水城第十街区","4室2厅","122.74平米","南北","精装","无电梯","桥北","328万","26724"
"1458","城市之光大厦 ","城市之光大厦","1室1厅","45.96平米","西北","简装","有电梯","江宁大学城","95万","20671"
"1459","左邻右里 ","左邻右里","2室2厅","95.91平米","南","其他","有电梯","岔路口","282万","29403"
"1460","明发滨江新城三期 ","明发滨江新城三期","4室2厅","131.47平米","南北","简装","有电梯","桥北","312万","23732"
"1461","珍珠花苑(浦口) ","珍珠花苑(浦口)","3室2厅","102平米","南北","简装","无电梯","顶山街道","180万","17648"
"1462","复成里 ","复成里","3室1厅","84.8平米","南北","简装","有电梯","五老村","285万","33609"
"1463","诚品城 ","诚品城","3室2厅","101.25平米","南北","精装","无电梯","仙林","288万","28445"
"1464","定淮门大街18号 ","定淮门大街18号","3室1厅","80.82平米","南北","精装","无电梯","定淮门大街","435万","53824"
"1465","城开国际 ","城开国际","1室1厅","41.61平米","北","精装","有电梯","新街口","268万","64408"
"1466","银河湾紫苑 ","银河湾紫苑","3室2厅","107.11平米","南","精装","有电梯","麒麟镇","238万","22221"
"1467","郑和国际广场 ","郑和国际广场","3室2厅","132.77平米","南西","毛坯","有电梯","草场门大街","510万","38413"
"1468","万达西地二期 ","万达西地二期","3室2厅","120.62平米","南","毛坯","有电梯","万达广场","538万","44603"
"1469","碧水湾花园 ","碧水湾花园","4室2厅","66.05平米","南北","其他","无电梯","岔路口","200万","30281"
"1470","颐秀居 ","颐秀居","3室2厅","140.8平米","南北","精装","有电梯","百家湖","380万","26989"
"1471","翠屏湾花园城 ","翠屏湾花园城","3室2厅","141.66平米","南北","其他","无电梯","将军大道","310万","21884"
"1472","明发城市广场 ","明发城市广场","3室2厅","119.03平米","南北","其他","有电梯","顶山街道","290万","24364"
"1473","江雁依山郡 ","江雁依山郡","5室2厅","211.56平米","南北","精装","有电梯","金陵小区","498万","23540"
"1474","威尼斯水城第四街区 ","威尼斯水城第四街区","3室2厅","115.36平米","南北","简装","有电梯","桥北","255万","22105"
"1475","仙居雅苑 ","仙居雅苑","4室2厅","72.49平米","南北","其他","无电梯","仙鹤门","182万","25107"
"1476","龙翔雅苑 ","龙翔雅苑","4室2厅","96.64平米","南","其他","无电梯","洪家园","245万","25352"
"1477","东郊小镇第八街区 ","东郊小镇第八街区","3室2厅","88.38平米","南北","精装","无电梯","麒麟镇","180万","20367"
"1478","银河湾花园 ","银河湾花园","2室2厅","89.97平米","南北","其他","无电梯","麒麟镇","210万","23342"
"1479","江佑铂庭 ","江佑铂庭","3室2厅","131.37平米","南北","其他","有电梯","江浦街道","332万","25273"
"1480","恒盛金陵湾 ","恒盛金陵湾","3室2厅","141.82平米","南北","毛坯","有电梯","定淮门大街","695万","49006"
"1481","银河湾紫苑 ","银河湾紫苑","5室2厅","177.09平米","南","其他","有电梯","麒麟镇","360万","20329"
"1482","斯亚首府 ","斯亚首府","4室2厅","250.67平米","南北","其他","有电梯","升州路","900万","35904"
"1483","金王府 ","金王府","3室2厅","113.91平米","南北","其他","有电梯","百家湖","365万","32043"
"1484","翠屏湾花园城 ","翠屏湾花园城","3室2厅","102.55平米","南西南","其他","无电梯","将军大道","229万","22331"
"1485","云河湾 ","云河湾","4室2厅","156.44平米","南北","其他","有电梯","南湖","618万","39504"
"1486","合家春天 ","合家春天","3室2厅","87.35平米","南北","其他","无电梯","九龙湖","249万","28507"
"1487","湖滨世纪花园 ","湖滨世纪花园","4室2厅","163.65平米","南","其他","无电梯","百家湖","370万","22610"
"1488","宏图上逸园 ","宏图上逸园","3室2厅","127.24平米","南","其他","有电梯","孝陵卫","425万","33402"
"1489","兰亭雅苑 ","兰亭雅苑","3室2厅","108.5平米","南北","其他","有电梯","迈皋桥","329万","30323"
"1490","南湾营融康苑 ","南湾营融康苑","3室1厅","86.05平米","南北","其他","无电梯","马群","172万","19989"
"1491","阳光之旅 ","阳光之旅","4室2厅","152.04平米","南北","其他","无电梯","麒麟镇","263万","17299"
"1492","百家湖国际花园 ","百家湖国际花园","4室2厅","129.79平米","东","其他","有电梯","百家湖","300万","23115"
"1493","墨香山庄 ","墨香山庄","2室2厅","94.07平米","南北","其他","有电梯","月苑","282万","29978"
"1494","紫金上林苑 ","紫金上林苑","4室2厅","143.95平米","南北","毛坯","无电梯","马群","475万","32998"
"1495","亚都天元居 ","亚都天元居","3室2厅","113.15平米","南西","简装","有电梯","百家湖","315万","27840"
"1496","融侨观邸一期 ","融侨观邸一期","3室2厅","140.01平米","南北","毛坯","有电梯","江浦街道","340万","24284"
"1497","五矿御江金城 ","五矿御江金城","4室2厅","224.16平米","南北","其他","有电梯","奥体","890万","39704"
"1498","金宝花园 ","金宝花园","2室1厅","91.19平米","东","其他","有电梯","新街口","368万","40356"
"1499","晓庄47号小区 ","晓庄47号小区","3室2厅","73.82平米","南北","简装","无电梯","晓庄","180万","24384"
"1500","吉庆家园逢春苑 ","吉庆家园逢春苑","3室2厅","99.49平米","东北","其他","无电梯","南苑","345万","34677"
"1501","科嘉花园 ","科嘉花园","7室3厅","271.05平米","南北","其他","无电梯","将军大道","460万","16972"
"1502","科嘉花园 ","科嘉花园","3室2厅","135.17平米","南北","其他","无电梯","将军大道","333万","24636"
"1503","中和桥5号 ","中和桥5号","3室1厅","82.22平米","南北","其他","有电梯","光华路","205万","24934"
"1504","枫丹白露枫丹花园 ","枫丹白露枫丹花园","3室2厅","104.06平米","南","精装","无电梯","秦虹","415万","39881"
"1505","佳盛花园 ","佳盛花园","3室2厅","96.79平米","南北","其他","无电梯","热河南路","335万","34612"
"1506","天地新城天权座 ","天地新城天权座","3室2厅","124.12平米","南北","其他","无电梯","岔路口","259万","20867"
"1507","馨怡园 ","馨怡园","4室2厅","119.84平米","南","精装","有电梯","迈皋桥","342.6万","28589"
"1508","名嘉佳园小区 ","名嘉佳园小区","3室2厅","134.94平米","南北","其他","有电梯","岔路口","332万","24604"
"1509","明月港湾彩云湾 ","明月港湾彩云湾","3室2厅","106.01平米","南北","毛坯","无电梯","岔路口","246万","23206"
"1510","翰香苑 ","翰香苑","3室2厅","85.92平米","南北","其他","无电梯","江宁大学城","190万","22114"
"1511","百家湖西花园伦敦城 ","百家湖西花园伦敦城","3室1厅","79.64平米","南北","其他","有电梯","百家湖","249万","31266"
"1512","宜家国际公寓 ","宜家国际公寓","3室2厅","80.8平米","南北","其他","有电梯","江宁大学城","210万","25991"
"1513","中海国际社区一期 ","中海国际社区一期","3室2厅","98.14平米","南北","其他","有电梯","麒麟镇","232万","23640"
"1514","江南名府 ","江南名府","3室2厅","112.16平米","南北","其他","有电梯","应天西路","398万","35486"
"1515","富力十号 ","富力十号","3室2厅","130.25平米","南北","其他","有电梯","麒麟镇","455万","34933"
"1516","融侨观邸一期 ","融侨观邸一期","4室2厅","140.19平米","南北","其他","有电梯","江浦街道","352万","25109"
"1517","东方天郡西区 ","东方天郡西区","3室2厅","143.3平米","南","其他","有电梯","仙林","525万","36637"
"1518","东郊小镇第六街区 ","东郊小镇第六街区","3室1厅","86.77平米","南北","其他","有电梯","麒麟镇","157万","18094"
"1519","阳光之旅 ","阳光之旅","2室2厅","94.28平米","南北","其他","无电梯","麒麟镇","180万","19093"
"1520","威尼斯水城第十二街区 ","威尼斯水城第十二街区","3室2厅","122.93平米","南北","毛坯","有电梯","桥北","265万","21557"
"1521","澄园 ","澄园","3室1厅","98.96平米","南北","其他","无电梯","南苑","326万","32943"
"1522","中山北路 ","中山北路","3室1厅","77.77平米","南北","简装","无电梯","三牌楼","200万","25717"
"1523","保利香槟国际 ","保利香槟国际","4室3厅","194.74平米","南","毛坯","有电梯","奥体","895万","45959"
"1524","高虹苑 ","高虹苑","2室1厅","59.42平米","南","其他","有电梯","秦虹","165万","27769"
"1525","武夷商城 ","武夷商城","3室2厅","119.06平米","南北","其他","有电梯","岔路口","295万","24778"
"1526","水月秦淮 ","水月秦淮","3室2厅","135.38平米","南北","其他","有电梯","百家湖","350万","25854"
"1527","江南名府 ","江南名府","3室2厅","114.27平米","南北","其他","无电梯","应天西路","415万","36318"
"1528","旭日景城 ","旭日景城","3室2厅","121.74平米","南北","简装","无电梯","五塘广场","388万","31872"
"1529","威尼斯水城第十街区 ","威尼斯水城第十街区","2室2厅","94.42平米","南","简装","无电梯","桥北","255万","27007"
"1530","富康新村 ","富康新村","2室2厅","65.31平米","南","其他","无电梯","月牙湖","186万","28480"
"1531","丹佛小镇 ","丹佛小镇","3室2厅","88.57平米","南北","其他","有电梯","将军大道","226万","25517"
"1532","银城西堤国际五区 ","银城西堤国际五区","4室2厅","156.56平米","东南北","精装","有电梯","奥体","830万","53015"
"1533","方山熙园 ","方山熙园","3室2厅","113.78平米","南北","其他","无电梯","江宁大学城","260万","22852"
"1534","金纺园 ","金纺园","5室2厅","117.15平米","南北","其他","无电梯","迈皋桥","260万","22194"
"1535","黄埔鑫园 ","黄埔鑫园","2室2厅","83.68平米","南北","简装","无电梯","光华路","330万","39436"
"1536","文化名园碧波阁 ","文化名园碧波阁","3室2厅","133.34平米","东南","其他","有电梯","百家湖","386万","28949"
"1537","天地新城天权座 ","天地新城天权座","3室2厅","123.48平米","南北","其他","无电梯","岔路口","266万","21542"
"1538","金城花园 ","金城花园","2室1厅","68.12平米","南北","其他","无电梯","挹江门","220万","32296"
"1539","金基唐城 ","金基唐城","3室2厅","110.4平米","南北","简装","有电梯","水西门","560万","50725"
"1540","东渡国际青年城 ","东渡国际青年城","3室1厅","83.24平米","南","其他","有电梯","东山镇","300万","36041"
"1541","三元公寓 ","三元公寓","3室2厅","129.04平米","南西","其他","有电梯","新街口","410万","31774"
"1542","金陵世家 ","金陵世家","3室2厅","113.06平米","南北","简装","无电梯","应天西路","388万","34319"
"1543","天地新城天琴座 ","天地新城天琴座","3室2厅","136.17平米","南北","精装","无电梯","岔路口","305万","22399"
"1544","星叶枫情水岸 ","星叶枫情水岸","3室2厅","104.32平米","南北","其他","有电梯","仙林","315万","30196"
"1545","天润城第十街区 ","天润城第十街区","3室2厅","89.59平米","南北","简装","有电梯","桥北","200万","22324"
"1546","砂珠巷小区 ","砂珠巷小区","3室2厅","121.1平米","南北","其他","无电梯","升州路","308万","25434"
"1547","明发城市广场 ","明发城市广场","3室1厅","104.96平米","南北","简装","有电梯","顶山街道","248万","23629"
"1548","中海御山府一期 ","中海御山府一期","3室2厅","134.98平米","南北","其他","有电梯","麒麟镇","400万","29635"
"1549","东城雅筑 ","东城雅筑","2室2厅","97.15平米","南北","简装","有电梯","光华路","345万","35513"
"1550","龙湖文馨苑 ","龙湖文馨苑","4室2厅","213.1平米","南北","其他","有电梯","九龙湖","488万","22901"
"1551","合家春天 ","合家春天","3室2厅","87.2平米","南","其他","无电梯","九龙湖","253万","29014"
"1552","华汇康城 ","华汇康城","3室2厅","125.17平米","南北","其他","有电梯","麒麟镇","230万","18376"
"1553","金陵世纪花园 ","金陵世纪花园","5室2厅","146.33平米","南西北","精装","有电梯","凤凰西街","849万","58020"
"1554","中粮彩云居 ","中粮彩云居","3室2厅","122.02平米","南","其他","有电梯","九龙湖","342万","28029"
"1555","复地宴南都 ","复地宴南都","3室1厅","97.76平米","南北","毛坯","有电梯","洪家园","395万","40406"
"1556","文化名园唯美居 ","文化名园唯美居","5室2厅","198.42平米","南北","其他","无电梯","百家湖","460万","23184"
"1557","翠屏湾花园城 ","翠屏湾花园城","3室2厅","125.35平米","南北","其他","无电梯","将军大道","252万","20104"
"1558","翰香苑 ","翰香苑","3室2厅","89.62平米","南北","其他","无电梯","江宁大学城","193万","21536"
"1559","金地自在城第二街区 ","金地自在城第二街区","3室1厅","73.56平米","南北","其他","有电梯","板桥","192万","26102"
"1560","保利梧桐语花园 ","保利梧桐语花园","3室1厅","99.34平米","南","其他","有电梯","江宁大学城","260万","26173"
"1561","通宇林景雅园 ","通宇林景雅园","3室2厅","119.88平米","南北","其他","有电梯","江浦街道","348万","29030"
"1562","东郊小镇第一街区 ","东郊小镇第一街区","3室2厅","103.89平米","南北","简装","无电梯","麒麟镇","196万","18867"
"1563","湖滨公寓 ","湖滨公寓","4室2厅","213平米","南北","其他","无电梯","百家湖","450万","21127"
"1564","龙蟠花苑 ","龙蟠花苑","3室1厅","91.89平米","南北","简装","无电梯","秦虹","299万","32539"
"1565","仁恒翠竹园 ","仁恒翠竹园","3室2厅","137.59平米","南北","简装","有电梯","宁南","580万","42155"
"1566","桃园居 ","桃园居","3室1厅","80.26平米","东南北","其他","无电梯","万达广场","310万","38625"
"1567","芝嘉花园 ","芝嘉花园","3室2厅","84.65平米","南北","其他","无电梯","马群","172万","20319"
"1568","中海万锦熙岸一期 ","中海万锦熙岸一期","3室2厅","107.41平米","南北","毛坯","有电梯","江浦街道","248万","23090"
"1569","万科金色领域 ","万科金色领域","3室2厅","89.79平米","南北","其他","有电梯","仙林","312万","34748"
"1570","康润园 ","康润园","3室1厅","79.4平米","南北","其他","无电梯","安德门","240万","30227"
"1571","华阳佳园华明苑 ","华阳佳园华明苑","3室2厅","124.06平米","东南北","精装","有电梯","凤凰西街","480万","38691"
"1572","保利罗兰春天 ","保利罗兰春天","3室2厅","129.24平米","南北","其他","有电梯","仙林","465万","35980"
"1573","金碧花园 ","金碧花园","3室1厅","101.47平米","南北","简装","无电梯","小市","199万","19612"
"1574","时光澔韵 ","时光澔韵","3室2厅","117.49平米","南北","其他","有电梯","小行","398万","33876"
"1575","御水湾花园 ","御水湾花园","3室2厅","124.28平米","南北","其他","无电梯","光华路","452万","36370"
"1576","万科金色里程 ","万科金色里程","2室1厅","68.5平米","南","其他","有电梯","铁心桥","218万","31825"
"1577","银城西堤国际二区 ","银城西堤国际二区","3室2厅","137.64平米","南","精装","有电梯","奥体","775万","56307"
"1578","保利紫晶山 ","保利紫晶山","4室2厅","168.37平米","南北","其他","有电梯","马群","620万","36824"
"1579","爱达花园紫藤园 ","爱达花园紫藤园","3室2厅","127.32平米","南北","其他","无电梯","应天西路","365万","28668"
"1580","天润城第十四街区 ","天润城第十四街区","3室1厅","86.54平米","南北","简装","有电梯","桥北","179万","20685"
"1581","翠屏东南 ","翠屏东南","4室2厅","159.2平米","南北","其他","有电梯","将军大道","349万","21923"
"1582","中海御山府一期 ","中海御山府一期","6室3厅","285.28平米","南北","其他","有电梯","麒麟镇","696万","24398"
"1583","万达西地二期 ","万达西地二期","3室2厅","121.68平米","南北","其他","有电梯","万达广场","520万","42736"
"1584","鸿都大厦 ","鸿都大厦","3室2厅","125.91平米","南","其他","有电梯","凤凰西街","690万","54802"
"1585","江南青年城蓝水苑 ","江南青年城蓝水苑","3室2厅","119.96平米","南","其他","有电梯","将军大道","240万","20007"
"1586","东郊小镇第三街区 ","东郊小镇第三街区","4室2厅","130.03平米","南北","其他","无电梯","麒麟镇","235万","18073"
"1587","大光里小区 ","大光里小区","3室1厅","78.76平米","南","精装","有电梯","大光路","268万","34028"
"1588","翠屏清华园 ","翠屏清华园","2室2厅","92.55平米","南北","其他","无电梯","将军大道","271万","29282"
"1589","左邻右里 ","左邻右里","3室2厅","89.68平米","南北","其他","无电梯","岔路口","295万","32895"
"1590","三条巷(秦淮) ","三条巷(秦淮)","3室1厅","79.16平米","南西","简装","无电梯","五老村","292万","36888"
"1591","天地新城天权座 ","天地新城天权座","3室2厅","123.59平米","南北","精装","无电梯","岔路口","270万","21847"
